intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-004915,CMP-004915,JURISDICTION_HANDOFF,PARTIAL,12.0,NOT_ACTED
INT-004916,CMP-004916,ENDPOINT_WATCH,PARTIAL,14.73,OUT_OF_SCOPE
INT-004917,CMP-004917,ACCOUNT_FREEZE,NO_ACTION,7.85,ACTED
INT-004918,CMP-004918,ACCOUNT_FREEZE,PARTIAL,24.55,ACTED
INT-004919,CMP-004919,LIEN_MARK,SUCCESS,34.03,NOT_ACTED
INT-004920,CMP-004920,NO_ACTION,PARTIAL,16.82,ACTED
INT-004921,CMP-004921,JURISDICTION_HANDOFF,SUCCESS,29.94,ACTED
INT-004922,CMP-004922,NO_ACTION,NO_ACTION,44.97,ACTED
INT-004923,CMP-004923,NO_ACTION,SUCCESS,10.29,ACTED
INT-004924,CMP-004924,ENDPOINT_WATCH,SUCCESS,40.44,NOT_ACTED
INT-004925,CMP-004925,ENDPOINT_WATCH,SUCCESS,44.57,ALREADY_ACTIONED
INT-004926,CMP-004926,JURISDICTION_HANDOFF,SUCCESS,12.26,NOT_ACTED
INT-004927,CMP-004927,JURISDICTION_HANDOFF,PARTIAL,35.11,ACTED
INT-004928,CMP-004928,LIEN_MARK,SUCCESS,27.66,OUT_OF_SCOPE
INT-004929,CMP-004929,NO_ACTION,PARTIAL,6.16,ACTED
INT-004930,CMP-004930,LIEN_MARK,NO_ACTION,19.58,ALREADY_ACTIONED
INT-004931,CMP-004931,ENDPOINT_WATCH,SUCCESS,33.39,ACTED
INT-004932,CMP-004932,JURISDICTION_HANDOFF,SUCCESS,15.71,ALREADY_ACTIONED
INT-004933,CMP-004933,JURISDICTION_HANDOFF,SUCCESS,10.32,ACTED
INT-004934,CMP-004934,LIEN_MARK,PARTIAL,36.38,NOT_ACTED
INT-004935,CMP-004935,ENDPOINT_WATCH,PARTIAL,25.15,FALSE_POSITIVE
INT-004936,CMP-004936,LIEN_MARK,PARTIAL,9.92,ACTED
INT-004937,CMP-004937,NO_ACTION,SUCCESS,31.67,ACTED
INT-004938,CMP-004938,LIEN_MARK,SUCCESS,6.04,ACTED
INT-004939,CMP-004939,NO_ACTION,SUCCESS,42.13,ALREADY_ACTIONED
INT-004940,CMP-004940,LIEN_MARK,PARTIAL,14.85,NOT_ACTED
INT-004941,CMP-004941,ENDPOINT_WATCH,SUCCESS,12.02,ACTED
INT-004942,CMP-004942,ACCOUNT_FREEZE,PARTIAL,35.59,ACTED
INT-004943,CMP-004943,ACCOUNT_FREEZE,SUCCESS,37.49,ACTED
INT-004944,CMP-004944,NO_ACTION,SUCCESS,39.09,NOT_ACTED
INT-004945,CMP-004945,JURISDICTION_HANDOFF,SUCCESS,5.83,OUT_OF_SCOPE
INT-004946,CMP-004946,JURISDICTION_HANDOFF,SUCCESS,4.56,ACTED
INT-004947,CMP-004947,NO_ACTION,SUCCESS,45.96,FALSE_POSITIVE
INT-004948,CMP-004948,NO_ACTION,SUCCESS,30.83,ALREADY_ACTIONED
INT-004949,CMP-004949,LIEN_MARK,SUCCESS,27.64,ALREADY_ACTIONED
INT-004950,CMP-004950,JURISDICTION_HANDOFF,PARTIAL,13.48,ACTED
INT-004951,CMP-004951,LIEN_MARK,SUCCESS,31.11,OUT_OF_SCOPE
INT-004952,CMP-004952,ACCOUNT_FREEZE,NO_ACTION,16.53,NOT_ACTED
INT-004953,CMP-004953,NO_ACTION,NO_ACTION,4.44,NOT_ACTED
INT-004954,CMP-004954,NO_ACTION,NO_ACTION,47.79,ALREADY_ACTIONED
INT-004955,CMP-004955,NO_ACTION,SUCCESS,41.3,FALSE_POSITIVE
INT-004956,CMP-004956,ENDPOINT_WATCH,NO_ACTION,35.39,NOT_ACTED
INT-004957,CMP-004957,ACCOUNT_FREEZE,SUCCESS,41.19,NOT_ACTED
INT-004958,CMP-004958,ENDPOINT_WATCH,PARTIAL,22.13,ACTED
INT-004959,CMP-004959,NO_ACTION,NO_ACTION,22.06,NOT_ACTED
INT-004960,CMP-004960,ENDPOINT_WATCH,SUCCESS,3.34,FALSE_POSITIVE
INT-004961,CMP-004961,ACCOUNT_FREEZE,PARTIAL,5.62,ACTED
INT-004962,CMP-004962,NO_ACTION,PARTIAL,18.89,NOT_ACTED
INT-004963,CMP-004963,ACCOUNT_FREEZE,SUCCESS,21.89,ACTED
INT-004964,CMP-004964,NO_ACTION,PARTIAL,39.61,ACTED
INT-004965,CMP-004965,ENDPOINT_WATCH,NO_ACTION,31.71,ALREADY_ACTIONED
INT-004966,CMP-004966,ENDPOINT_WATCH,PARTIAL,12.05,ACTED
INT-004967,CMP-004967,ACCOUNT_FREEZE,PARTIAL,37.41,ACTED
INT-004968,CMP-004968,JURISDICTION_HANDOFF,SUCCESS,26.07,NOT_ACTED
INT-004969,CMP-004969,ENDPOINT_WATCH,SUCCESS,27.91,ACTED
INT-004970,CMP-004970,ENDPOINT_WATCH,SUCCESS,29.48,ACTED
INT-004971,CMP-004971,LIEN_MARK,PARTIAL,47.39,ACTED
INT-004972,CMP-004972,JURISDICTION_HANDOFF,SUCCESS,13.89,ACTED
INT-004973,CMP-004973,ENDPOINT_WATCH,SUCCESS,17.68,ACTED
INT-004974,CMP-004974,ENDPOINT_WATCH,NO_ACTION,26.27,ALREADY_ACTIONED
INT-004975,CMP-004975,ENDPOINT_WATCH,PARTIAL,7.31,ACTED
INT-004976,CMP-004976,LIEN_MARK,NO_ACTION,14.49,ACTED
INT-004977,CMP-004977,ACCOUNT_FREEZE,PARTIAL,37.85,OUT_OF_SCOPE
INT-004978,CMP-004978,LIEN_MARK,SUCCESS,16.32,ALREADY_ACTIONED
INT-004979,CMP-004979,JURISDICTION_HANDOFF,SUCCESS,33.84,ALREADY_ACTIONED
INT-004980,CMP-004980,NO_ACTION,SUCCESS,9.23,ACTED
INT-004981,CMP-004981,NO_ACTION,NO_ACTION,8.98,ACTED
INT-004982,CMP-004982,NO_ACTION,SUCCESS,19.0,ACTED
INT-004983,CMP-004983,ACCOUNT_FREEZE,SUCCESS,44.92,NOT_ACTED
INT-004984,CMP-004984,NO_ACTION,SUCCESS,5.75,ACTED
INT-004985,CMP-004985,LIEN_MARK,NO_ACTION,23.25,ACTED
INT-004986,CMP-004986,ENDPOINT_WATCH,SUCCESS,5.27,ALREADY_ACTIONED
INT-004987,CMP-004987,ENDPOINT_WATCH,SUCCESS,6.37,ACTED
INT-004988,CMP-004988,JURISDICTION_HANDOFF,SUCCESS,6.09,ALREADY_ACTIONED
INT-004989,CMP-004989,JURISDICTION_HANDOFF,PARTIAL,18.11,ACTED
INT-004990,CMP-004990,NO_ACTION,NO_ACTION,12.6,NOT_ACTED
INT-004991,CMP-004991,ENDPOINT_WATCH,SUCCESS,28.89,NOT_ACTED
INT-004992,CMP-004992,ACCOUNT_FREEZE,SUCCESS,4.25,ALREADY_ACTIONED
INT-004993,CMP-004993,ACCOUNT_FREEZE,SUCCESS,12.22,NOT_ACTED
INT-004994,CMP-004994,LIEN_MARK,NO_ACTION,15.78,ACTED
INT-004995,CMP-004995,LIEN_MARK,SUCCESS,7.52,ALREADY_ACTIONED
INT-004996,CMP-004996,LIEN_MARK,PARTIAL,12.27,ACTED
INT-004997,CMP-004997,LIEN_MARK,NO_ACTION,37.57,ACTED
INT-004998,CMP-004998,LIEN_MARK,SUCCESS,10.5,OUT_OF_SCOPE
INT-004999,CMP-004999,ENDPOINT_WATCH,PARTIAL,32.22,NOT_ACTED
INT-005000,CMP-005000,LIEN_MARK,SUCCESS,12.76,ACTED
INT-005001,CMP-005001,NO_ACTION,NO_ACTION,11.93,ACTED
INT-005002,CMP-005002,ACCOUNT_FREEZE,NO_ACTION,16.19,ACTED
INT-005003,CMP-005003,NO_ACTION,SUCCESS,42.26,ALREADY_ACTIONED
INT-005004,CMP-005004,ENDPOINT_WATCH,SUCCESS,42.66,FALSE_POSITIVE
INT-005005,CMP-005005,ENDPOINT_WATCH,SUCCESS,27.4,ACTED
INT-005006,CMP-005006,NO_ACTION,SUCCESS,9.29,FALSE_POSITIVE
INT-005007,CMP-005007,ACCOUNT_FREEZE,SUCCESS,6.35,ACTED
INT-005008,CMP-005008,NO_ACTION,PARTIAL,41.3,ACTED
INT-005009,CMP-005009,NO_ACTION,NO_ACTION,26.55,FALSE_POSITIVE
INT-005010,CMP-005010,JURISDICTION_HANDOFF,SUCCESS,3.16,ACTED
INT-005011,CMP-005011,NO_ACTION,NO_ACTION,18.76,ACTED
INT-005012,CMP-005012,ACCOUNT_FREEZE,SUCCESS,37.05,ACTED
INT-005013,CMP-005013,LIEN_MARK,SUCCESS,27.24,ACTED
INT-005014,CMP-005014,LIEN_MARK,PARTIAL,39.56,NOT_ACTED
INT-005015,CMP-005015,JURISDICTION_HANDOFF,NO_ACTION,26.5,NOT_ACTED
INT-005016,CMP-005016,JURISDICTION_HANDOFF,SUCCESS,40.01,ACTED
INT-005017,CMP-005017,ACCOUNT_FREEZE,PARTIAL,16.38,ACTED
INT-005018,CMP-005018,ENDPOINT_WATCH,PARTIAL,33.17,ALREADY_ACTIONED
INT-005019,CMP-005019,JURISDICTION_HANDOFF,PARTIAL,32.01,ACTED
INT-005020,CMP-005020,ENDPOINT_WATCH,PARTIAL,3.57,ALREADY_ACTIONED
INT-005021,CMP-005021,ACCOUNT_FREEZE,SUCCESS,14.11,ACTED
INT-005022,CMP-005022,LIEN_MARK,SUCCESS,33.05,ACTED
INT-005023,CMP-005023,JURISDICTION_HANDOFF,SUCCESS,22.12,FALSE_POSITIVE
INT-005024,CMP-005024,ENDPOINT_WATCH,PARTIAL,12.71,ACTED
INT-005025,CMP-005025,LIEN_MARK,NO_ACTION,40.25,ALREADY_ACTIONED
INT-005026,CMP-005026,JURISDICTION_HANDOFF,NO_ACTION,16.96,ALREADY_ACTIONED
INT-005027,CMP-005027,NO_ACTION,PARTIAL,17.73,ACTED
INT-005028,CMP-005028,LIEN_MARK,SUCCESS,12.85,NOT_ACTED
INT-005029,CMP-005029,NO_ACTION,PARTIAL,16.04,ALREADY_ACTIONED
INT-005030,CMP-005030,JURISDICTION_HANDOFF,SUCCESS,21.19,ACTED
INT-005031,CMP-005031,ENDPOINT_WATCH,SUCCESS,44.57,NOT_ACTED
INT-005032,CMP-005032,JURISDICTION_HANDOFF,PARTIAL,27.56,NOT_ACTED
INT-005033,CMP-005033,ACCOUNT_FREEZE,SUCCESS,20.73,ACTED
INT-005034,CMP-005034,ENDPOINT_WATCH,SUCCESS,28.79,ACTED
INT-005035,CMP-005035,LIEN_MARK,PARTIAL,15.06,ACTED
INT-005036,CMP-005036,LIEN_MARK,SUCCESS,47.52,ACTED
INT-005037,CMP-005037,NO_ACTION,SUCCESS,24.22,ACTED
INT-005038,CMP-005038,ENDPOINT_WATCH,SUCCESS,33.38,ACTED
INT-005039,CMP-005039,JURISDICTION_HANDOFF,NO_ACTION,31.68,ACTED
INT-005040,CMP-005040,JURISDICTION_HANDOFF,SUCCESS,40.79,OUT_OF_SCOPE
INT-005041,CMP-005041,JURISDICTION_HANDOFF,SUCCESS,15.02,FALSE_POSITIVE
INT-005042,CMP-005042,ENDPOINT_WATCH,PARTIAL,17.42,OUT_OF_SCOPE
INT-005043,CMP-005043,NO_ACTION,SUCCESS,16.45,ACTED
INT-005044,CMP-005044,NO_ACTION,SUCCESS,34.5,FALSE_POSITIVE
INT-005045,CMP-005045,ACCOUNT_FREEZE,SUCCESS,25.0,OUT_OF_SCOPE
INT-005046,CMP-005046,JURISDICTION_HANDOFF,NO_ACTION,26.43,ACTED
INT-005047,CMP-005047,JURISDICTION_HANDOFF,SUCCESS,13.11,ACTED
INT-005048,CMP-005048,ACCOUNT_FREEZE,SUCCESS,23.41,ACTED
INT-005049,CMP-005049,NO_ACTION,PARTIAL,19.34,NOT_ACTED
INT-005050,CMP-005050,ENDPOINT_WATCH,NO_ACTION,23.79,ACTED
INT-005051,CMP-005051,ACCOUNT_FREEZE,PARTIAL,22.28,ACTED
INT-005052,CMP-005052,NO_ACTION,NO_ACTION,5.19,NOT_ACTED
INT-005053,CMP-005053,ENDPOINT_WATCH,PARTIAL,6.91,ACTED
INT-005054,CMP-005054,LIEN_MARK,SUCCESS,30.9,ACTED
INT-005055,CMP-005055,JURISDICTION_HANDOFF,PARTIAL,33.09,ACTED
INT-005056,CMP-005056,ACCOUNT_FREEZE,SUCCESS,40.03,ACTED
INT-005057,CMP-005057,ACCOUNT_FREEZE,NO_ACTION,20.81,NOT_ACTED
INT-005058,CMP-005058,LIEN_MARK,SUCCESS,16.18,NOT_ACTED
INT-005059,CMP-005059,JURISDICTION_HANDOFF,SUCCESS,27.72,ACTED
INT-005060,CMP-005060,JURISDICTION_HANDOFF,SUCCESS,35.33,ACTED
INT-005061,CMP-005061,ACCOUNT_FREEZE,SUCCESS,24.68,ACTED
INT-005062,CMP-005062,ENDPOINT_WATCH,SUCCESS,26.85,ALREADY_ACTIONED
INT-005063,CMP-005063,ENDPOINT_WATCH,PARTIAL,11.96,ACTED
INT-005064,CMP-005064,JURISDICTION_HANDOFF,PARTIAL,43.38,FALSE_POSITIVE
INT-005065,CMP-005065,ENDPOINT_WATCH,PARTIAL,21.54,ALREADY_ACTIONED
INT-005066,CMP-005066,LIEN_MARK,SUCCESS,24.13,ACTED
INT-005067,CMP-005067,JURISDICTION_HANDOFF,NO_ACTION,18.26,ALREADY_ACTIONED
INT-005068,CMP-005068,NO_ACTION,NO_ACTION,19.13,ACTED
INT-005069,CMP-005069,ACCOUNT_FREEZE,SUCCESS,12.24,OUT_OF_SCOPE
INT-005070,CMP-005070,JURISDICTION_HANDOFF,NO_ACTION,13.29,ACTED
INT-005071,CMP-005071,ACCOUNT_FREEZE,SUCCESS,33.59,ACTED
INT-005072,CMP-005072,LIEN_MARK,PARTIAL,29.68,NOT_ACTED
INT-005073,CMP-005073,ACCOUNT_FREEZE,SUCCESS,41.3,OUT_OF_SCOPE
INT-005074,CMP-005074,NO_ACTION,SUCCESS,27.1,ACTED
INT-005075,CMP-005075,JURISDICTION_HANDOFF,SUCCESS,17.12,ALREADY_ACTIONED
INT-005076,CMP-005076,LIEN_MARK,NO_ACTION,15.25,ALREADY_ACTIONED
INT-005077,CMP-005077,ACCOUNT_FREEZE,SUCCESS,23.01,ALREADY_ACTIONED
INT-005078,CMP-005078,NO_ACTION,PARTIAL,21.64,ALREADY_ACTIONED
INT-005079,CMP-005079,NO_ACTION,SUCCESS,18.37,ACTED
INT-005080,CMP-005080,ACCOUNT_FREEZE,NO_ACTION,41.81,ALREADY_ACTIONED
INT-005081,CMP-005081,LIEN_MARK,PARTIAL,37.33,ACTED
INT-005082,CMP-005082,ENDPOINT_WATCH,SUCCESS,39.52,ALREADY_ACTIONED
INT-005083,CMP-005083,LIEN_MARK,SUCCESS,25.36,ALREADY_ACTIONED
INT-005084,CMP-005084,JURISDICTION_HANDOFF,PARTIAL,23.14,FALSE_POSITIVE
INT-005085,CMP-005085,JURISDICTION_HANDOFF,NO_ACTION,21.29,ACTED
INT-005086,CMP-005086,NO_ACTION,SUCCESS,28.18,ACTED
INT-005087,CMP-005087,NO_ACTION,SUCCESS,24.32,ALREADY_ACTIONED
INT-005088,CMP-005088,ACCOUNT_FREEZE,SUCCESS,6.92,ACTED
INT-005089,CMP-005089,JURISDICTION_HANDOFF,NO_ACTION,4.53,ALREADY_ACTIONED
INT-005090,CMP-005090,ACCOUNT_FREEZE,NO_ACTION,19.94,ACTED
INT-005091,CMP-005091,LIEN_MARK,PARTIAL,12.55,ACTED
INT-005092,CMP-005092,ACCOUNT_FREEZE,SUCCESS,21.2,ACTED
INT-005093,CMP-005093,NO_ACTION,PARTIAL,22.23,NOT_ACTED
INT-005094,CMP-005094,NO_ACTION,PARTIAL,4.96,FALSE_POSITIVE
INT-005095,CMP-005095,ENDPOINT_WATCH,SUCCESS,20.79,NOT_ACTED
INT-005096,CMP-005096,JURISDICTION_HANDOFF,NO_ACTION,43.52,FALSE_POSITIVE
INT-005097,CMP-005097,LIEN_MARK,SUCCESS,33.99,NOT_ACTED
INT-005098,CMP-005098,JURISDICTION_HANDOFF,SUCCESS,7.65,FALSE_POSITIVE
INT-005099,CMP-005099,ACCOUNT_FREEZE,PARTIAL,21.01,ACTED
INT-005100,CMP-005100,ACCOUNT_FREEZE,SUCCESS,37.0,NOT_ACTED
INT-005101,CMP-005101,JURISDICTION_HANDOFF,SUCCESS,4.94,NOT_ACTED
INT-005102,CMP-005102,JURISDICTION_HANDOFF,NO_ACTION,15.7,ACTED
INT-005103,CMP-005103,ACCOUNT_FREEZE,SUCCESS,8.73,FALSE_POSITIVE
INT-005104,CMP-005104,ACCOUNT_FREEZE,SUCCESS,38.54,ACTED
INT-005105,CMP-005105,NO_ACTION,PARTIAL,46.8,ALREADY_ACTIONED
INT-005106,CMP-005106,ENDPOINT_WATCH,NO_ACTION,24.34,ACTED
INT-005107,CMP-005107,LIEN_MARK,NO_ACTION,47.26,ACTED
INT-005108,CMP-005108,ENDPOINT_WATCH,SUCCESS,7.82,NOT_ACTED
INT-005109,CMP-005109,JURISDICTION_HANDOFF,SUCCESS,15.18,ACTED
INT-005110,CMP-005110,JURISDICTION_HANDOFF,SUCCESS,28.67,ACTED
INT-005111,CMP-005111,LIEN_MARK,NO_ACTION,25.12,ACTED
INT-005112,CMP-005112,LIEN_MARK,SUCCESS,16.86,ACTED
INT-005113,CMP-005113,LIEN_MARK,SUCCESS,4.18,ACTED
INT-005114,CMP-005114,NO_ACTION,SUCCESS,37.31,ALREADY_ACTIONED
INT-005115,CMP-005115,JURISDICTION_HANDOFF,SUCCESS,5.92,ALREADY_ACTIONED
INT-005116,CMP-005116,ACCOUNT_FREEZE,SUCCESS,24.11,FALSE_POSITIVE
INT-005117,CMP-005117,ENDPOINT_WATCH,SUCCESS,23.08,FALSE_POSITIVE
INT-005118,CMP-005118,JURISDICTION_HANDOFF,SUCCESS,36.5,NOT_ACTED
INT-005119,CMP-005119,ENDPOINT_WATCH,SUCCESS,29.17,ACTED
INT-005120,CMP-005120,JURISDICTION_HANDOFF,SUCCESS,45.22,ACTED
INT-005121,CMP-005121,JURISDICTION_HANDOFF,NO_ACTION,37.98,FALSE_POSITIVE
INT-005122,CMP-005122,LIEN_MARK,SUCCESS,28.35,NOT_ACTED
INT-005123,CMP-005123,JURISDICTION_HANDOFF,NO_ACTION,20.47,ALREADY_ACTIONED
INT-005124,CMP-005124,JURISDICTION_HANDOFF,SUCCESS,35.5,ACTED
INT-005125,CMP-005125,ACCOUNT_FREEZE,SUCCESS,3.98,ACTED
INT-005126,CMP-005126,JURISDICTION_HANDOFF,NO_ACTION,9.7,NOT_ACTED
INT-005127,CMP-005127,ACCOUNT_FREEZE,SUCCESS,26.73,ACTED
INT-005128,CMP-005128,NO_ACTION,PARTIAL,47.42,ALREADY_ACTIONED
INT-005129,CMP-005129,NO_ACTION,SUCCESS,13.92,ALREADY_ACTIONED
INT-005130,CMP-005130,JURISDICTION_HANDOFF,SUCCESS,34.12,OUT_OF_SCOPE
INT-005131,CMP-005131,ENDPOINT_WATCH,PARTIAL,5.13,ACTED
INT-005132,CMP-005132,NO_ACTION,SUCCESS,41.28,ACTED
INT-005133,CMP-005133,LIEN_MARK,SUCCESS,33.79,NOT_ACTED
INT-005134,CMP-005134,NO_ACTION,SUCCESS,33.27,ACTED
INT-005135,CMP-005135,ACCOUNT_FREEZE,SUCCESS,44.9,FALSE_POSITIVE
INT-005136,CMP-005136,NO_ACTION,NO_ACTION,40.15,ACTED
INT-005137,CMP-005137,ENDPOINT_WATCH,SUCCESS,27.36,NOT_ACTED
INT-005138,CMP-005138,LIEN_MARK,SUCCESS,39.47,ACTED
INT-005139,CMP-005139,LIEN_MARK,PARTIAL,29.38,ALREADY_ACTIONED
INT-005140,CMP-005140,JURISDICTION_HANDOFF,SUCCESS,38.43,ALREADY_ACTIONED
INT-005141,CMP-005141,ENDPOINT_WATCH,SUCCESS,24.49,FALSE_POSITIVE
INT-005142,CMP-005142,NO_ACTION,NO_ACTION,20.34,NOT_ACTED
INT-005143,CMP-005143,ACCOUNT_FREEZE,SUCCESS,32.1,ACTED
INT-005144,CMP-005144,NO_ACTION,PARTIAL,9.98,ACTED
INT-005145,CMP-005145,JURISDICTION_HANDOFF,PARTIAL,31.46,ACTED
INT-005146,CMP-005146,NO_ACTION,SUCCESS,42.39,ACTED
INT-005147,CMP-005147,ACCOUNT_FREEZE,NO_ACTION,16.13,ACTED
INT-005148,CMP-005148,NO_ACTION,SUCCESS,31.73,NOT_ACTED
INT-005149,CMP-005149,ACCOUNT_FREEZE,NO_ACTION,41.46,NOT_ACTED
INT-005150,CMP-005150,NO_ACTION,PARTIAL,28.93,NOT_ACTED
INT-005151,CMP-005151,ENDPOINT_WATCH,SUCCESS,24.41,FALSE_POSITIVE
INT-005152,CMP-005152,NO_ACTION,SUCCESS,25.37,ACTED
INT-005153,CMP-005153,LIEN_MARK,SUCCESS,6.01,OUT_OF_SCOPE
INT-005154,CMP-005154,LIEN_MARK,NO_ACTION,21.33,ACTED
INT-005155,CMP-005155,LIEN_MARK,SUCCESS,43.3,ALREADY_ACTIONED
INT-005156,CMP-005156,JURISDICTION_HANDOFF,SUCCESS,20.5,NOT_ACTED
INT-005157,CMP-005157,ENDPOINT_WATCH,SUCCESS,14.87,NOT_ACTED
INT-005158,CMP-005158,NO_ACTION,SUCCESS,35.91,NOT_ACTED
INT-005159,CMP-005159,ENDPOINT_WATCH,NO_ACTION,18.04,ALREADY_ACTIONED
INT-005160,CMP-005160,LIEN_MARK,SUCCESS,39.86,ACTED
INT-005161,CMP-005161,ENDPOINT_WATCH,NO_ACTION,37.64,NOT_ACTED
INT-005162,CMP-005162,NO_ACTION,SUCCESS,15.66,NOT_ACTED
INT-005163,CMP-005163,ACCOUNT_FREEZE,SUCCESS,16.93,FALSE_POSITIVE
INT-005164,CMP-005164,LIEN_MARK,PARTIAL,29.93,ACTED
INT-005165,CMP-005165,ACCOUNT_FREEZE,PARTIAL,32.14,NOT_ACTED
INT-005166,CMP-005166,ENDPOINT_WATCH,SUCCESS,23.45,NOT_ACTED
INT-005167,CMP-005167,ENDPOINT_WATCH,SUCCESS,30.06,ACTED
INT-005168,CMP-005168,ENDPOINT_WATCH,SUCCESS,10.39,NOT_ACTED
INT-005169,CMP-005169,JURISDICTION_HANDOFF,NO_ACTION,35.49,ACTED
INT-005170,CMP-005170,JURISDICTION_HANDOFF,SUCCESS,16.23,ACTED
INT-005171,CMP-005171,ENDPOINT_WATCH,SUCCESS,3.04,FALSE_POSITIVE
INT-005172,CMP-005172,LIEN_MARK,SUCCESS,39.43,ACTED
INT-005173,CMP-005173,JURISDICTION_HANDOFF,SUCCESS,34.19,FALSE_POSITIVE
INT-005174,CMP-005174,NO_ACTION,SUCCESS,6.84,FALSE_POSITIVE
INT-005175,CMP-005175,LIEN_MARK,PARTIAL,47.65,OUT_OF_SCOPE
INT-005176,CMP-005176,ENDPOINT_WATCH,NO_ACTION,42.94,ALREADY_ACTIONED
INT-005177,CMP-005177,NO_ACTION,PARTIAL,29.97,FALSE_POSITIVE
INT-005178,CMP-005178,ENDPOINT_WATCH,NO_ACTION,5.49,FALSE_POSITIVE
INT-005179,CMP-005179,JURISDICTION_HANDOFF,PARTIAL,8.08,ACTED
INT-005180,CMP-005180,LIEN_MARK,SUCCESS,47.46,ACTED
INT-005181,CMP-005181,ENDPOINT_WATCH,SUCCESS,11.37,ACTED
INT-005182,CMP-005182,JURISDICTION_HANDOFF,NO_ACTION,23.15,ACTED
INT-005183,CMP-005183,ENDPOINT_WATCH,SUCCESS,13.28,NOT_ACTED
INT-005184,CMP-005184,ENDPOINT_WATCH,NO_ACTION,6.77,FALSE_POSITIVE
INT-005185,CMP-005185,JURISDICTION_HANDOFF,SUCCESS,18.2,ACTED
INT-005186,CMP-005186,ACCOUNT_FREEZE,SUCCESS,16.6,OUT_OF_SCOPE
INT-005187,CMP-005187,NO_ACTION,SUCCESS,37.89,NOT_ACTED
INT-005188,CMP-005188,LIEN_MARK,SUCCESS,25.79,NOT_ACTED
INT-005189,CMP-005189,NO_ACTION,SUCCESS,32.43,ACTED
INT-005190,CMP-005190,ENDPOINT_WATCH,PARTIAL,27.9,OUT_OF_SCOPE
INT-005191,CMP-005191,ACCOUNT_FREEZE,SUCCESS,46.84,ACTED
INT-005192,CMP-005192,JURISDICTION_HANDOFF,SUCCESS,7.27,ACTED
INT-005193,CMP-005193,LIEN_MARK,PARTIAL,39.46,ALREADY_ACTIONED
INT-005194,CMP-005194,JURISDICTION_HANDOFF,SUCCESS,32.29,ACTED
INT-005195,CMP-005195,JURISDICTION_HANDOFF,PARTIAL,28.51,ALREADY_ACTIONED
INT-005196,CMP-005196,ENDPOINT_WATCH,SUCCESS,4.59,ALREADY_ACTIONED
INT-005197,CMP-005197,ACCOUNT_FREEZE,SUCCESS,44.86,ACTED
INT-005198,CMP-005198,LIEN_MARK,NO_ACTION,45.59,ACTED
INT-005199,CMP-005199,LIEN_MARK,PARTIAL,44.99,ALREADY_ACTIONED
INT-005200,CMP-005200,NO_ACTION,NO_ACTION,23.78,FALSE_POSITIVE
INT-005201,CMP-005201,NO_ACTION,PARTIAL,25.57,ACTED
INT-005202,CMP-005202,ACCOUNT_FREEZE,PARTIAL,9.12,OUT_OF_SCOPE
INT-005203,CMP-005203,JURISDICTION_HANDOFF,NO_ACTION,32.04,ACTED
INT-005204,CMP-005204,NO_ACTION,SUCCESS,6.44,NOT_ACTED
INT-005205,CMP-005205,ENDPOINT_WATCH,SUCCESS,37.48,ACTED
INT-005206,CMP-005206,NO_ACTION,SUCCESS,14.73,NOT_ACTED
INT-005207,CMP-005207,ENDPOINT_WATCH,SUCCESS,45.29,ACTED
INT-005208,CMP-005208,JURISDICTION_HANDOFF,NO_ACTION,12.39,ACTED
INT-005209,CMP-005209,ACCOUNT_FREEZE,SUCCESS,44.72,ACTED
INT-005210,CMP-005210,ACCOUNT_FREEZE,SUCCESS,19.02,ACTED
INT-005211,CMP-005211,ENDPOINT_WATCH,PARTIAL,3.5,FALSE_POSITIVE
INT-005212,CMP-005212,JURISDICTION_HANDOFF,PARTIAL,14.27,ACTED
INT-005213,CMP-005213,NO_ACTION,SUCCESS,28.58,NOT_ACTED
INT-005214,CMP-005214,NO_ACTION,SUCCESS,10.77,ACTED
INT-005215,CMP-005215,NO_ACTION,SUCCESS,4.8,ACTED
INT-005216,CMP-005216,NO_ACTION,PARTIAL,12.93,ACTED
INT-005217,CMP-005217,LIEN_MARK,PARTIAL,34.41,ACTED
INT-005218,CMP-005218,LIEN_MARK,PARTIAL,16.35,ACTED
INT-005219,CMP-005219,NO_ACTION,PARTIAL,22.55,ACTED
INT-005220,CMP-005220,NO_ACTION,PARTIAL,34.69,ALREADY_ACTIONED
INT-005221,CMP-005221,NO_ACTION,PARTIAL,4.34,FALSE_POSITIVE
INT-005222,CMP-005222,JURISDICTION_HANDOFF,PARTIAL,25.51,ACTED
INT-005223,CMP-005223,ACCOUNT_FREEZE,SUCCESS,4.78,ALREADY_ACTIONED
INT-005224,CMP-005224,ENDPOINT_WATCH,PARTIAL,17.18,ALREADY_ACTIONED
INT-005225,CMP-005225,NO_ACTION,NO_ACTION,3.71,FALSE_POSITIVE
INT-005226,CMP-005226,LIEN_MARK,SUCCESS,46.0,ALREADY_ACTIONED
INT-005227,CMP-005227,NO_ACTION,SUCCESS,28.79,ACTED
INT-005228,CMP-005228,NO_ACTION,SUCCESS,29.66,ACTED
INT-005229,CMP-005229,JURISDICTION_HANDOFF,SUCCESS,25.59,ACTED
INT-005230,CMP-005230,ENDPOINT_WATCH,SUCCESS,33.05,NOT_ACTED
